impl,phase,n,gamma,threads,trial,ms,seed,offset,seed_index,key_mode,fastrange_mode
better-mphf,build,32768,1.150000,1,2,1.749390,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,32768,1.150000,1,3,1.749910,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,32768,1.150000,1,4,1.737509,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,32768,1.150000,1,5,1.736251,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,build,32768,1.150000,1,6,1.733630,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,32768,1.150000,1,0,2.077740,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,32768,1.150000,1,1,2.067000,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,32768,1.150000,1,2,2.052690,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,32768,1.150000,1,3,2.035520,4870315401550313391,11131921045574106320,0,multiplicative,mul64
better-mphf,lookup,32768,1.150000,1,4,2.029220,4870315401550313391,11131921045574106320,0,multiplicative,mul64
boomphf-rust,build,65536,1.150000,1,0,5.469880,4870315401550313391,11131921045574106320,0,multiplicative,na
